node_u,node_v,label,common_neighbors,jaccard,adamic_adar,degree_u,degree_v,preferential_attachment,h_index_sum,h_index_diff,citations_sum,citations_diff,area_jaccard
57218195032,58862004300,0,0,0.0,0.0,65,3,195,11,1,991,771,0.08333333333333333
56668348100,57553885100,0,0,0.0,0.0,6,10,60,16,12,644,632,0.07142857142857142
57194740873,57220047088,0,0,0.0,0.0,6,8,48,9,3,174,100,0.058823529411764705
56668479100,57221862956,0,0,0.0,0.0,7,8,56,14,10,494,452,0.1
57197749404,57201239960,0,0,0.0,0.0,9,4,36,17,11,624,490,0.19047619047619047
7004916334,9235487600,0,0,0.0,0.0,9,24,216,29,9,2269,307,0.0
57223093121,8944481500,0,1,0.058823529411764705,0.2969742043733701,5,13,65,28,22,2145,2065,0.1794871794871795
35603951700,53263670000,0,0,0.0,0.0,12,11,132,16,6,566,120,0.02
11440300600,7003959774,0,0,0.0,0.0,7,164,1148,52,32,6702,6048,0.034482758620689655
57201280013,57221469135,0,1,0.14285714285714285,0.25562221863533147,1,7,7,5,1,107,35,0.0
24469054700,57193672454,0,0,0.0,0.0,19,5,95,17,11,840,442,0.03333333333333333
57203520233,7003699883,0,0,0.0,0.0,15,67,1005,28,20,2012,1776,0.10714285714285714
25655622000,55366804400,0,1,0.037037037037037035,0.21113980144539465,19,9,171,26,12,1267,773,0.3157894736842105
57217484884,57314518400,0,0,0.0,0.0,2,3,6,5,1,64,22,0.0
57212028166,57218556770,0,0,0.0,0.0,1,4,4,4,0,68,34,0.0
14218849700,57163855400,0,0,0.0,0.0,2,4,8,19,3,963,639,0.2413793103448276
57224117026,6602727748,0,0,0.0,0.0,16,2,32,8,2,160,120,0.03333333333333333
56993156800,57201129807,0,0,0.0,0.0,9,3,27,16,6,479,215,0.16666666666666666
57213566990,57320372800,0,0,0.0,0.0,1,3,3,5,1,33,19,0.0
46161079100,57225400428,0,0,0.0,0.0,12,5,60,29,25,2018,1988,0.0
57210207587,9744867500,0,0,0.0,0.0,19,9,171,38,26,2772,2532,0.1111111111111111
57219692647,59643655600,0,0,0.0,0.0,2,10,20,5,1,89,37,0.0
39862790000,57215605923,0,0,0.0,0.0,39,5,195,20,12,1076,988,0.02564102564102564
56211390500,57211868326,0,0,0.0,0.0,6,9,54,8,2,142,16,0.10526315789473684
55418858500,60078300100,0,0,0.0,0.0,19,3,57,16,10,420,296,0.07317073170731707
57194213497,57694465400,0,0,0.0,0.0,11,3,33,7,3,97,77,0.0
57202379800,57204052879,0,0,0.0,0.0,8,5,40,4,2,59,17,0.0
35191604400,57217217541,0,0,0.0,0.0,18,10,180,18,14,1137,979,0.03333333333333333
54976634500,57206902885,0,0,0.0,0.0,6,17,102,22,6,827,489,0.18181818181818182
57916916000,58395292000,0,0,0.0,0.0,3,2,6,4,2,70,56,0.0
50960926700,55679310300,0,0,0.0,0.0,35,17,595,32,6,1957,725,0.3392857142857143
55889213000,57268328400,0,0,0.0,0.0,11,7,77,14,6,402,258,0.25
57191611102,57222576457,0,0,0.0,0.0,10,6,60,6,2,222,208,0.0
16315466300,57203372876,0,0,0.0,0.0,3,6,18,24,4,1424,500,0.0
57202600062,57219838343,0,0,0.0,0.0,7,1,7,7,3,138,56,0.05263157894736842
57199710086,57205251798,0,0,0.0,0.0,7,9,63,6,0,89,21,0.0
57203814878,6504786804,0,0,0.0,0.0,10,45,450,17,1,717,49,0.03125
57203245070,57949458500,0,0,0.0,0.0,3,3,9,2,2,19,19,0.0
14015348600,15045541200,0,0,0.0,0.0,3,7,21,23,7,871,495,0.06
55250044700,57202910657,0,0,0.0,0.0,5,17,85,25,1,1225,299,0.10714285714285714
57212142431,57779252800,0,0,0.0,0.0,6,7,42,6,2,123,113,0.0
57092536700,57205630922,0,0,0.0,0.0,4,9,36,25,15,1394,884,0.024390243902439025
55321897700,55848380500,0,0,0.0,0.0,23,12,276,27,7,1210,580,0.09615384615384616
57204586575,57520025600,0,0,0.0,0.0,10,3,30,7,3,150,90,0.0625
57202448929,57207737009,0,0,0.0,0.0,5,11,55,9,5,1361,1297,0.15384615384615385
26436055100,57496536900,0,0,0.0,0.0,12,1,12,8,4,170,92,0.0
57213557667,57214742652,0,0,0.0,0.0,8,6,48,10,4,239,115,0.15
56300583300,57204764225,0,0,0.0,0.0,2,21,42,17,5,630,426,0.03125
57640213000,57821212600,0,0,0.0,0.0,4,3,12,3,1,22,16,0.0
57073063900,57445179700,0,0,0.0,0.0,4,2,8,9,5,184,120,0.030303030303030304
50861102400,57201314197,0,0,0.0,0.0,5,30,150,14,6,534,406,0.0
57212022686,57212460388,0,0,0.0,0.0,1,25,25,17,13,668,656,0.0
24391651000,35419894800,0,0,0.0,0.0,2,47,94,46,32,7396,7156,0.014285714285714285
57203599101,57222615192,0,0,0.0,0.0,2,18,36,4,2,68,36,0.0
55882827100,57729458200,0,0,0.0,0.0,6,7,42,20,12,943,879,0.02702702702702703
57200212829,57225202614,0,0,0.0,0.0,3,2,6,5,3,279,275,0.0
57191982380,57212019494,0,0,0.0,0.0,14,4,56,11,7,190,180,0.0
13402677300,57193066035,0,0,0.0,0.0,49,5,245,40,28,4102,3802,0.1346153846153846
56346968400,7005844374,0,0,0.0,0.0,4,26,104,57,43,9686,8874,0.046875
57190174044,58247778100,0,0,0.0,0.0,10,2,20,15,9,538,420,0.24
36193760200,8840081100,0,0,0.0,0.0,6,20,120,39,13,3988,3300,0.014705882352941176
57189619607,6505980963,0,0,0.0,0.0,1,22,22,24,6,2681,2057,0.0975609756097561
57215104982,57224336572,0,0,0.0,0.0,16,5,80,7,5,77,57,0.0
15749725800,56819117900,0,0,0.0,0.0,2,4,8,19,3,775,541,0.0
57077922100,57202782702,0,0,0.0,0.0,1,1,1,4,0,16,2,0.0
55249513200,57087112000,0,0,0.0,0.0,10,17,170,27,1,1192,418,0.13157894736842105
57163083200,57211980770,0,0,0.0,0.0,26,1,26,14,8,340,268,0.030303030303030304
35742713600,57218685839,0,0,0.0,0.0,14,1,14,26,22,1562,1468,0.030303030303030304
56530089000,57218991631,0,0,0.0,0.0,24,3,72,11,7,263,209,0.0
58185462600,58222725300,0,0,0.0,0.0,4,4,16,4,0,36,6,0.0
55664319500,56909556400,0,0,0.0,0.0,19,25,475,18,8,925,609,0.047619047619047616
57200188106,59583216800,0,0,0.0,0.0,7,8,56,4,0,120,30,0.0
57210993536,58533234200,0,0,0.0,0.0,8,4,32,36,30,3233,3015,0.0
57221691586,8613637200,0,0,0.0,0.0,10,2,20,10,6,458,430,0.0
57190370382,57209217870,0,0,0.0,0.0,4,1,4,6,2,64,24,0.0
55835740200,57190013276,0,0,0.0,0.0,10,15,150,25,1,1363,189,0.027777777777777776
55389773300,56901169400,0,0,0.0,0.0,7,2,14,10,2,106,24,0.045454545454545456
57213651245,7003731076,0,0,0.0,0.0,24,29,696,27,19,1597,1465,0.0
57202782702,59158425100,0,0,0.0,0.0,1,3,3,4,0,40,26,0.125
55621132400,57219232067,0,0,0.0,0.0,4,12,48,9,1,187,1,0.05555555555555555
55022678600,57201634282,0,0,0.0,0.0,13,20,260,20,2,437,81,0.125
55153093800,57190046127,0,0,0.0,0.0,1,11,11,20,4,727,307,0.07142857142857142
57201898788,57205890458,0,0,0.0,0.0,3,8,24,6,2,172,108,0.0
51461307100,56494277900,0,0,0.0,0.0,2,9,18,8,2,137,21,0.0
24558599900,57210174703,0,0,0.0,0.0,2,11,22,14,10,426,378,0.05714285714285714
57207451630,57211620714,0,0,0.0,0.0,7,3,21,8,0,92,10,0.2608695652173913
57209087187,57218135478,0,0,0.0,0.0,3,15,45,17,7,681,493,0.07692307692307693
57188985666,57216342733,0,0,0.0,0.0,4,3,12,13,9,239,217,0.0
55815769500,57215105099,0,0,0.0,0.0,11,4,44,19,9,1774,1258,0.0625
57204470217,57207982050,0,1,0.14285714285714285,0.40242960438184466,3,5,15,9,3,159,59,0.2222222222222222
55545633500,57132480100,0,0,0.0,0.0,2,3,6,15,9,374,346,0.0
57209741247,57215509002,0,0,0.0,0.0,6,8,48,10,4,138,72,0.0
55861249700,57695862200,0,0,0.0,0.0,6,1,6,12,4,303,185,0.047619047619047616
57193644769,57202899987,0,0,0.0,0.0,2,7,14,6,0,40,12,0.0
57210221370,57278004400,0,0,0.0,0.0,2,4,8,1,1,8,8,0.0
57195070975,57212227838,0,0,0.0,0.0,1,4,4,4,2,33,27,0.0
57188575644,57202735929,0,0,0.0,0.0,4,4,16,9,9,269,269,0.06896551724137931
34869477000,55974678000,0,0,0.0,0.0,16,8,128,16,4,880,16,0.0392156862745098
51461307100,7005474747,0,0,0.0,0.0,2,3,6,24,18,1327,1169,0.15625
57221864536,58175870700,0,0,0.0,0.0,15,18,270,3,1,26,18,0.0
57203844922,57211281308,0,0,0.0,0.0,7,2,14,13,9,451,425,0.05
26634884900,36924429000,0,0,0.0,0.0,103,1,103,35,23,3608,3276,0.057692307692307696
57207826631,57208794505,0,0,0.0,0.0,2,71,142,11,7,1367,1261,0.0
56533987800,57212842237,0,0,0.0,0.0,15,5,75,13,3,9509,9281,0.0
57205197612,6506562449,0,0,0.0,0.0,8,22,176,24,14,1144,1004,0.13953488372093023
57191344544,57215146771,0,0,0.0,0.0,31,7,217,30,24,2399,2325,0.06976744186046512
57219883449,60078300100,0,0,0.0,0.0,3,3,9,5,1,86,38,0.0
57205464770,57210150969,0,0,0.0,0.0,5,5,25,5,1,228,112,0.07142857142857142
57205106684,57215143430,0,0,0.0,0.0,11,12,132,5,3,323,307,0.0
57837199100,6505901432,0,0,0.0,0.0,3,16,48,19,15,1237,1095,0.0
57214099401,57576247800,0,0,0.0,0.0,2,4,8,3,1,11,3,0.0
56417497000,57203728880,0,0,0.0,0.0,7,4,28,14,2,236,18,0.07407407407407407
16426653000,24174852000,0,0,0.0,0.0,8,33,264,43,19,3654,2746,0.13333333333333333
57188627462,59167692500,0,0,0.0,0.0,6,5,30,9,5,371,339,0.0
56545026700,8407935900,0,0,0.0,0.0,19,54,1026,37,9,2512,1228,0.09433962264150944
57201301532,57219188269,0,0,0.0,0.0,6,11,66,4,0,110,44,0.2
55885271900,57218679602,0,0,0.0,0.0,3,7,21,5,3,67,35,0.0
57210185999,57482520200,0,0,0.0,0.0,5,25,125,5,1,32,12,0.0
56008793500,57201314197,0,0,0.0,0.0,4,30,120,10,2,169,41,0.10526315789473684
57916916000,7202534688,0,0,0.0,0.0,3,48,144,46,40,5964,5838,0.05660377358490566
57188688151,57217782618,0,0,0.0,0.0,2,5,10,22,4,691,81,0.09090909090909091
55941514600,57219820552,0,0,0.0,0.0,5,4,20,12,8,292,268,0.08333333333333333
56125857500,57200796232,0,0,0.0,0.0,1,4,4,5,3,139,137,0.0
57015395100,57202590581,0,0,0.0,0.0,2,4,8,15,11,634,590,0.029411764705882353
35727949600,57230877100,0,0,0.0,0.0,13,6,78,9,3,92,60,0.0
57218195652,57571822600,0,0,0.0,0.0,13,7,91,14,4,1187,973,0.02702702702702703
57194539161,57204542974,0,0,0.0,0.0,19,54,1026,44,32,4608,4384,0.08064516129032258
57044703800,57209860294,0,0,0.0,0.0,3,19,57,19,1,600,56,0.0
56909556400,7801358604,0,0,0.0,0.0,25,78,1950,43,17,3906,2372,0.13043478260869565
57210122175,6604037091,0,0,0.0,0.0,15,6,90,21,1,549,167,0.0
57032358800,57114716900,0,0,0.0,0.0,2,1,2,15,7,448,246,0.0
56955753400,57218851150,0,0,0.0,0.0,7,2,14,7,1,55,1,0.0
57214171104,6603790113,0,0,0.0,0.0,2,91,182,45,41,6244,6232,0.0
55351753800,57190689693,0,0,0.0,0.0,14,2,28,22,8,930,352,0.0
57215538915,57221497734,0,0,0.0,0.0,12,2,24,3,1,15,1,0.07692307692307693
57144620500,57202894349,0,0,0.0,0.0,4,11,44,5,1,90,12,0.07692307692307693
37261994900,57202286637,0,0,0.0,0.0,19,9,171,12,6,375,23,0.0
57224101410,7003866554,0,0,0.0,0.0,3,7,21,37,31,3522,3442,0.02564102564102564
57201898788,57202094662,0,0,0.0,0.0,3,1,3,6,2,58,6,0.21428571428571427
23102200100,56715896100,0,0,0.0,0.0,13,5,65,13,7,312,210,0.0
57209198882,6507516780,0,0,0.0,0.0,3,29,87,17,13,702,658,0.0
56605888200,57209914610,0,0,0.0,0.0,29,9,261,17,7,598,442,0.08571428571428572
57214174403,57904702600,0,0,0.0,0.0,1,5,5,4,0,2807,2779,0.0
55328810400,57217346265,0,0,0.0,0.0,17,8,136,17,9,1120,994,0.12
36767009800,55007549700,0,0,0.0,0.0,8,6,48,15,1,510,80,0.02127659574468085
56053126600,57205696181,0,0,0.0,0.0,9,50,450,15,1,409,193,0.041666666666666664
57192382583,57210790053,0,0,0.0,0.0,4,3,12,7,3,81,35,0.2727272727272727
18033392200,57164866900,0,0,0.0,0.0,24,8,192,28,20,2334,2250,0.046153846153846156
55882063100,56606290700,0,0,0.0,0.0,76,5,380,25,7,2049,1187,0.23255813953488372
57201307482,57683694700,0,0,0.0,0.0,4,3,12,8,4,245,211,0.0
55834486200,57769374700,0,0,0.0,0.0,4,7,28,5,1,23,11,0.0
56055096500,57218434377,0,0,0.0,0.0,15,3,45,8,6,181,171,0.07692307692307693
34977020900,57216628101,0,0,0.0,0.0,5,6,30,29,25,2672,2348,0.0125
56545026700,7003407328,0,0,0.0,0.0,19,1,19,32,14,2123,1617,0.04
36873751100,7003571242,0,0,0.0,0.0,35,16,560,35,11,1879,1135,0.07407407407407407
57205225153,6603156028,0,0,0.0,0.0,13,88,1144,67,57,13419,13035,0.09375
57211695211,6603234996,0,0,0.0,0.0,28,16,448,36,22,2562,2316,0.03571428571428571
57209661009,6602553851,0,0,0.0,0.0,5,2,10,49,41,7315,7089,0.0625
57209447843,7102205549,0,0,0.0,0.0,4,13,52,31,21,2567,2295,0.08196721311475409
12775552900,57203246888,0,0,0.0,0.0,7,1,7,15,5,468,352,0.058823529411764705
57206839368,7801624906,0,0,0.0,0.0,5,104,520,18,4,621,197,0.058823529411764705
56835238700,57213692823,0,0,0.0,0.0,11,13,143,26,18,1409,1303,0.05
57205690880,57209882567,0,0,0.0,0.0,3,7,21,5,1,48,20,0.3333333333333333
56530431400,57209714947,0,0,0.0,0.0,7,8,56,10,4,147,109,0.03571428571428571
56369188000,9273383800,0,0,0.0,0.0,3,59,177,20,12,835,729,0.0
34877235700,54380357500,0,0,0.0,0.0,3,24,72,16,6,532,248,0.02702702702702703
24075557300,57219660583,0,0,0.0,0.0,26,11,286,21,13,1085,719,0.11363636363636363
57202131590,57215693018,0,0,0.0,0.0,3,2,6,3,1,109,99,0.1
16203663200,56768831300,0,0,0.0,0.0,16,18,288,28,16,1671,1351,0.045454545454545456
15047537900,57225764016,0,0,0.0,0.0,51,3,153,34,30,7489,7421,0.02127659574468085
57209182762,59596801200,0,0,0.0,0.0,6,5,30,7,1,168,28,0.05555555555555555
57003631500,57215103068,0,0,0.0,0.0,13,4,52,14,6,440,344,0.0
57190751891,57226149147,0,0,0.0,0.0,1,17,17,15,1,279,1,0.05555555555555555
57214188515,7402213724,0,0,0.0,0.0,8,13,104,21,11,807,719,0.0
57195927787,57296398100,0,0,0.0,0.0,7,8,56,6,2,64,36,0.0
57201723003,57207815145,0,0,0.0,0.0,9,27,243,8,2,119,67,0.125
57919844100,7004870189,0,0,0.0,0.0,5,6,30,57,53,13187,13149,0.013513513513513514
24437971100,57202449063,0,0,0.0,0.0,23,6,138,20,16,1325,1299,0.0
57216876993,7007133905,0,0,0.0,0.0,9,18,162,14,10,495,473,0.04
57209929651,57210123365,0,0,0.0,0.0,18,3,54,5,1,229,91,0.0
57441757800,6506398380,0,0,0.0,0.0,7,2,14,37,19,3318,2666,0.06666666666666667
55666338900,57216413958,0,0,0.0,0.0,19,6,114,33,15,2405,1283,0.109375
57223037046,59797986500,0,0,0.0,0.0,8,2,16,8,4,347,103,0.0
35101283100,6506610707,0,0,0.0,0.0,25,33,825,26,14,5314,5034,0.16666666666666666
57215907509,57224575712,0,0,0.0,0.0,6,3,18,4,0,16,4,0.1
56684413600,57193644769,0,0,0.0,0.0,5,2,10,10,4,219,167,0.058823529411764705
57215579465,8314479600,0,0,0.0,0.0,35,8,280,21,13,1776,1266,0.06382978723404255
56530788800,57190394346,0,0,0.0,0.0,44,6,264,13,5,337,181,0.0
56104379700,57219777484,0,0,0.0,0.0,4,9,36,12,6,257,223,0.0
57743985700,8721928400,0,0,0.0,0.0,5,8,40,21,15,8419,8311,0.0
57202679910,57267697400,0,0,0.0,0.0,8,5,40,4,0,175,75,0.0
11840070600,57188971733,0,0,0.0,0.0,4,4,16,33,13,2317,1707,0.02040816326530612
12788131400,57222193631,0,0,0.0,0.0,10,46,460,19,7,669,321,0.0
55485847600,57214183368,0,0,0.0,0.0,4,11,44,12,2,157,53,0.034482758620689655
57216837386,6603753302,0,0,0.0,0.0,7,33,231,34,28,3171,3017,0.07407407407407407
37561902600,57204955592,0,0,0.0,0.0,3,7,21,6,2,60,32,0.0
13607129600,58525934700,0,0,0.0,0.0,11,3,33,13,3,285,143,0.0
22834387100,56747200700,0,0,0.0,0.0,27,9,243,23,15,1261,1009,0.0
37091702000,56453211700,0,0,0.0,0.0,3,9,27,11,5,239,89,0.0
23994692000,55536183600,0,0,0.0,0.0,3,19,57,24,6,984,564,0.15
17344979900,57205440547,0,0,0.0,0.0,2,1,2,22,8,968,682,0.375
35757374200,57125475100,0,0,0.0,0.0,19,2,38,11,5,345,223,0.10714285714285714
36675972400,58582140500,0,0,0.0,0.0,2,6,12,13,7,308,260,0.23529411764705882
57218127514,57219971272,0,0,0.0,0.0,6,31,186,15,13,660,648,0.18604651162790697
55081684400,57193148546,0,0,0.0,0.0,9,2,18,15,3,417,181,0.08571428571428572
36020052800,57226750833,0,0,0.0,0.0,1,5,5,20,16,868,846,0.0
15073894300,55561799200,0,0,0.0,0.0,41,13,533,42,32,5554,5426,0.06451612903225806
57191301877,6603363003,0,0,0.0,0.0,3,3,9,19,15,1072,1012,0.02857142857142857
57200447023,6506160194,0,0,0.0,0.0,6,24,144,20,16,1165,1133,0.0
35301767300,57222494810,0,0,0.0,0.0,31,4,124,13,5,276,164,0.04
56229476100,57205298405,0,0,0.0,0.0,2,7,14,15,11,598,558,0.0
57188970615,57204847637,0,0,0.0,0.0,5,10,50,27,19,2202,1856,0.08823529411764706
57218194363,57218341338,0,0,0.0,0.0,103,4,412,10,6,1276,1154,0.0
37261601200,57210224558,0,0,0.0,0.0,9,9,81,10,4,187,91,0.0
36965913900,57195962879,0,0,0.0,0.0,1,9,9,18,10,687,591,0.0
15061070200,57195593253,0,0,0.0,0.0,6,9,54,22,6,714,358,0.22857142857142856
56728915900,57211852761,0,0,0.0,0.0,8,56,448,11,1,329,181,0.2222222222222222
57203712003,57215460273,0,0,0.0,0.0,9,2,18,6,0,60,34,0.0
24469300300,25654002300,0,0,0.0,0.0,3,7,21,21,13,714,608,0.0
57200639987,6602158248,0,0,0.0,0.0,3,7,21,30,28,2658,2600,0.0
54976634500,57202585495,0,0,0.0,0.0,6,10,60,19,9,755,561,0.15384615384615385
22835701100,57970655200,0,0,0.0,0.0,3,4,12,24,12,1758,142,0.1
55626682400,8407935900,0,0,0.0,0.0,5,54,270,22,6,790,494,0.045454545454545456
57211437638,57219908210,0,0,0.0,0.0,2,4,8,7,3,161,127,0.0
55937286700,57212104592,0,0,0.0,0.0,11,3,33,8,4,192,162,0.125
