node_u,node_v,label,common_neighbors,jaccard,adamic_adar,degree_u,degree_v,preferential_attachment,h_index_sum,h_index_diff,citations_sum,citations_diff,area_jaccard
23570399700,55180753500,1,3,0.15,1.5903528902427813,16,7,112,14,8,381,303,0.3125
37020703900,55180753500,1,2,0.15384615384615385,0.7813527860717959,8,7,56,12,6,260,182,0.2692307692307692
55180753500,56287189500,1,3,0.2727272727272727,1.4371283080952715,7,7,49,8,2,132,54,0.5416666666666666
55180753500,57015234300,1,2,0.10526315789473684,0.8833279513448324,7,14,98,12,6,298,220,0.14285714285714285
55180753500,57155881500,1,4,0.3333333333333333,1.898336641533448,7,9,63,6,0,83,5,0.5714285714285714
55180753500,58257581800,1,4,0.5,1.732121320287255,7,5,35,5,1,51,27,0.7058823529411765
55180753500,7005091934,1,4,0.26666666666666666,1.9362760765259697,7,12,84,9,3,265,187,0.5555555555555556
15922168100,57193235583,1,6,0.21428571428571427,2.6561321081191887,26,8,208,29,17,1820,1456,0.3
26635822900,57193235583,1,6,0.1875,2.6690456807541176,30,8,240,27,15,1483,1119,0.23076923076923078
35588325000,57193235583,1,5,0.08064516129032258,1.9964662022950113,59,8,472,54,42,8318,7954,0.09090909090909091
55587974700,57193235583,1,5,0.2,1.9181968109561693,22,8,176,19,7,746,382,0.1111111111111111
57192073087,57193235583,1,0,0.0,0.0,119,8,952,80,68,18634,18270,0.13043478260869565
57193235583,57204576678,1,3,0.3333333333333333,1.1148401225950917,8,4,32,9,3,245,119,0.5384615384615384
57193235583,57205575907,1,5,0.5555555555555556,1.6836016375535943,8,6,48,8,4,216,148,0.5
57193235583,57205583730,1,6,0.6666666666666666,2.449161442179572,8,7,56,10,2,256,108,0.5454545454545454
56529942300,57191344418,1,2,0.09523809523809523,0.4881042072906624,5,18,90,15,7,438,310,0.1935483870967742
56529942300,57211519146,1,2,0.25,0.9872201061193338,5,5,25,7,1,131,3,0.5
56529942300,57226125260,1,2,0.2857142857142857,0.8872075202344638,5,4,20,5,3,109,19,0.2631578947368421
56529942300,6602460649,1,2,0.021505376344086023,0.6118488419360456,5,90,450,52,44,8591,8463,0.07142857142857142
56529942300,7102795216,1,4,0.09090909090909091,1.9108903328810976,5,43,215,31,23,2092,1964,0.21818181818181817
55460426900,57970051900,1,4,0.5714285714285714,1.529191460722553,5,6,30,5,1,63,23,0.5555555555555556
55636544000,57970051900,1,4,0.18181818181818182,1.816718194586831,20,6,120,15,11,570,484,0.3333333333333333
55846257200,57970051900,1,4,0.10526315789473684,1.8714710820065412,36,6,216,16,12,754,668,0.1111111111111111
56703319900,57970051900,1,1,0.024390243902439025,0.40242960438184466,36,6,216,18,14,866,780,0.05454545454545454
57226684680,57970051900,1,4,0.4444444444444444,1.636628052912414,7,6,42,3,1,47,39,0.5555555555555556
57970051900,8340039100,1,5,0.38461538461538464,2.027152104175944,6,12,72,17,13,538,452,0.375
56747961300,57104208800,1,0,0.0,0.0,2,6,12,12,6,303,235,0.3333333333333333
57946903700,58630072200,1,2,0.2857142857142857,0.5309259620273232,6,3,18,3,1,30,28,0.125
56116235300,57200603691,1,2,0.2222222222222222,1.897814654202382,5,6,30,17,7,460,366,0.1282051282051282
56707706900,57200603691,1,2,0.06666666666666667,0.6925793957598698,26,6,156,21,11,709,615,0.11904761904761904
57200603691,57204572813,1,1,0.14285714285714285,0.6213349345596119,6,2,12,10,0,79,15,0.29411764705882354
57200603691,57206902885,1,2,0.09523809523809523,0.6465509483252434,6,17,102,13,3,216,122,0.125
57200603691,8313580700,1,1,0.07142857142857142,0.6213349345596119,6,9,54,27,17,1557,1463,0.2127659574468085
57200603691,8551369700,1,2,0.08695652173913043,0.659883800294896,6,19,114,26,16,1611,1517,0.16666666666666666
55320794400,56100276100,1,2,0.2222222222222222,0.8241657271545318,4,7,28,17,7,335,203,0.28
55320794400,56427492300,1,1,0.1,0.3898712452512801,4,7,28,20,4,467,71,0.48148148148148145
55320794400,7004549172,1,2,0.16666666666666666,0.9037695876210308,4,10,40,35,11,1920,1382,0.2608695652173913
55320794400,8353821500,1,3,0.21428571428571427,1.4620911666427532,4,13,52,28,4,884,346,0.5
16314810000,57200166732,1,4,0.5,2.047529077882913,5,7,35,15,3,581,93,0.2727272727272727
54789296700,57200166732,1,3,0.3333333333333333,1.4261941433233012,5,7,35,19,7,839,165,0.22580645161290322
56399138200,57200166732,1,6,0.46153846153846156,3.3902115328870064,12,7,84,13,1,535,139,0.391304347826087
56626106100,57200166732,1,3,0.1875,1.5262067292081711,12,7,84,11,1,444,230,0.2916666666666667
57193311510,57200166732,1,3,0.375,1.207288813145534,4,7,28,12,0,450,224,0.2916666666666667
57200166732,58126043600,1,3,0.3333333333333333,1.4261941433233012,7,5,35,11,1,439,235,0.3
57200166732,7003327298,1,6,0.46153846153846156,3.3902115328870064,7,12,84,28,16,1640,966,0.42857142857142855
36882558500,57218509637,1,4,0.2222222222222222,1.4044994744682793,17,5,85,22,18,1720,1628,0.18518518518518517
57218509637,57218509755,1,4,0.6666666666666666,1.1361206637734287,5,5,25,4,0,94,2,0.2857142857142857
57218509637,6701848441,1,4,0.043010752688172046,1.5363041705383758,5,92,460,35,31,3962,3870,0.08620689655172414
57218509637,8585119800,1,4,0.04938271604938271,1.5292506869143716,5,80,400,32,28,3429,3337,0.07352941176470588
57218509637,9278040100,1,4,0.19047619047619047,1.4236473976377062,5,20,100,14,10,498,406,0.25
54788472200,55605945500,1,3,0.23076923076923078,1.1645943654075608,12,4,48,11,7,280,258,0.35
55605945500,56155076300,1,3,0.23076923076923078,1.1645943654075608,4,12,48,8,4,147,125,0.42857142857142855
55605945500,57204825661,1,3,0.3333333333333333,1.0861256228264178,4,8,32,5,1,45,23,0.45454545454545453
55605945500,7006020996,1,3,0.08333333333333333,1.2857575557266772,4,35,140,22,18,1462,1440,0.1794871794871795
37015226800,57204832128,1,9,0.8181818181818182,4.351591895932116,10,10,100,7,1,78,14,0.65
54388326500,57204832128,1,6,0.5454545454545454,2.86387619046104,7,10,70,6,0,79,15,0.55
54976634500,57204832128,1,4,0.3333333333333333,1.6158092256636705,6,10,60,17,11,690,626,0.375
56244888300,57204832128,1,4,0.15384615384615385,1.679169433014594,20,10,200,16,10,452,388,0.32142857142857145
57204827588,57204832128,1,5,0.4166666666666667,2.0373867532149426,7,10,70,5,1,38,26,0.26666666666666666
57204832128,57204835697,1,4,0.17391304347826086,1.6158092256636705,10,17,170,7,1,191,127,0.3181818181818182
57204832128,57210999556,1,4,0.36363636363636365,1.6844306293501812,10,5,50,6,0,58,6,0.4444444444444444
57204832128,7103061103,1,6,0.375,3.1385818223421804,10,12,120,26,20,1784,1720,0.32432432432432434
16836131500,57212552316,1,7,0.11666666666666667,2.076018694581886,46,21,966,25,7,779,267,0.2777777777777778
35555798600,57212552316,1,20,0.25316455696202533,6.142803396890148,78,21,1638,54,36,6965,6453,0.4166666666666667
55542533400,57212552316,1,8,0.26666666666666666,2.3199958699602905,17,21,357,20,2,929,417,0.3191489361702128
55639203800,57212552316,1,13,0.26,3.6696527517437327,42,21,882,32,14,1914,1402,0.6037735849056604
57160341000,57212552316,1,10,0.29411764705882354,3.0629156498852144,23,21,483,17,1,438,74,0.20930232558139536
57190849611,57212552316,1,7,0.1794871794871795,2.028255676226495,25,21,525,22,4,785,273,0.32432432432432434
57192167055,57212552316,1,12,0.4444444444444444,3.9667991163218193,18,21,378,21,3,614,102,0.3333333333333333
57194769305,57212552316,1,20,0.5263157894736842,6.095396564605666,37,21,777,26,8,969,457,0.48
57195442657,57212552316,1,6,0.03015075376884422,1.5023127712400917,184,21,3864,36,18,2416,1904,0.2
57201480507,57212552316,1,10,0.2777777777777778,3.071177171509209,25,21,525,18,0,433,79,0.2727272727272727
57204143043,57212552316,1,9,0.391304347826087,2.7800501583528088,11,21,231,13,5,309,203,0.23684210526315788
57212552316,57212554434,1,15,0.6,4.598758497081651,21,19,399,17,1,416,96,0.575
57212552316,57222401768,1,12,0.5,3.537934624054672,21,15,315,14,4,337,175,0.4444444444444444
57212552316,57226562088,1,4,0.16666666666666666,1.2694776022186738,21,7,147,10,8,265,247,0.05263157894736842
57212552316,57278847300,1,13,0.48148148148148145,3.5372427042211054,21,19,399,14,4,345,167,0.3076923076923077
57212552316,6504443983,1,16,0.25,5.032758979062037,21,59,1239,34,16,2554,2042,0.4057971014492754
57212552316,6504459543,1,9,0.225,2.7170431629943588,21,28,588,26,8,1109,597,0.4883720930232558
57212552316,7004061355,1,10,0.15873015873015872,3.1287597695116984,21,52,1092,52,34,6757,6245,0.3037974683544304
57212552316,7004835587,1,6,0.01791044776119403,1.5207090163384525,21,320,6720,82,64,21537,21025,0.21153846153846154
57212552316,7801624906,1,6,0.05042016806722689,1.478756200509458,21,104,2184,20,2,665,153,0.16923076923076924
16315359100,55639203800,1,17,0.22077922077922077,5.75866320131301,52,42,2184,48,2,3769,453,0.4603174603174603
16836131500,55639203800,1,7,0.08641975308641975,2.1369310469158833,46,42,1932,39,7,2181,1135,0.36666666666666664
22934833900,55639203800,1,6,0.07692307692307693,1.9576271677261374,42,42,1764,41,5,2610,706,0.45161290322580644
23072832700,55639203800,1,5,0.042735042735042736,2.007492916300373,80,42,3360,109,63,33467,30151,0.39669421487603307
35555798600,55639203800,1,41,0.5189873417721519,14.289963488122838,78,42,3276,68,22,8367,5051,0.5529411764705883
36193760200,55639203800,1,5,0.11627906976744186,1.7976173606877173,6,42,252,36,10,2002,1314,0.3333333333333333
36627561600,55639203800,1,6,0.08333333333333333,1.7545636970572733,36,42,1512,41,5,3487,171,0.45454545454545453
36666109700,55639203800,1,13,0.3023255813953488,4.665067353866485,14,42,588,40,6,2582,734,0.16071428571428573
54996034100,55639203800,1,3,0.05454545454545454,0.8222392022968021,16,42,672,33,13,2063,1253,0.23076923076923078
55639203800,55672416800,1,10,0.23255813953488372,3.219307671602662,42,11,462,36,10,2092,1224,0.2459016393442623
55639203800,55931753000,1,10,0.2222222222222222,3.064598514004455,42,13,546,36,10,2205,1111,0.3620689655172414
55639203800,56073083900,1,8,0.18604651162790697,2.5128825902437524,42,9,378,31,15,1908,1408,0.1320754716981132
55639203800,56276475800,1,10,0.2222222222222222,3.246468817775628,42,13,546,29,17,1839,1477,0.10909090909090909
55639203800,56399244800,1,11,0.21153846153846154,3.472394887302614,42,21,882,33,13,1881,1435,0.16666666666666666
55639203800,56649607000,1,4,0.09302325581395349,1.3947697807842436,42,5,210,42,4,2796,520,0.3626373626373626
55639203800,57118282100,1,5,0.11627906976744186,1.4474698152187582,42,6,252,27,19,1708,1608,0.03508771929824561
55639203800,57189469159,1,13,0.2708333333333333,4.150412083423099,42,19,798,40,6,2416,900,0.36507936507936506
55639203800,57190849611,1,21,0.45652173913043476,6.9790425321586325,42,25,1050,36,10,2187,1129,0.2653061224489796
55639203800,57193163932,1,8,0.18604651162790697,2.5128825902437524,42,9,378,33,13,1959,1357,0.15789473684210525
55639203800,57194769305,1,27,0.5192307692307693,8.857400056636763,42,37,1554,40,6,2371,945,0.5818181818181818
55639203800,57195442657,1,6,0.02727272727272727,1.5632251235740888,42,184,7728,50,4,3818,502,0.1978021978021978
55639203800,57199309168,1,6,0.10714285714285714,1.6998108096375628,42,20,840,32,14,2064,1252,0.3090909090909091
55639203800,57203550028,1,5,0.11627906976744186,1.3049015141207945,42,6,252,26,20,1713,1603,0.13725490196078433
55639203800,57204143043,1,8,0.17777777777777778,2.32071118395097,42,11,462,27,19,1711,1605,0.22448979591836735
55639203800,57204427688,1,3,0.05660377358490566,0.8423945750953343,42,14,588,29,17,1819,1497,0.24489795918367346
55639203800,57212554434,1,12,0.24489795918367346,3.9818267314497997,42,19,798,31,15,1818,1498,0.4339622641509434
55639203800,57222401768,1,10,0.2127659574468085,3.2739589822875828,42,15,630,28,18,1739,1577,0.32653061224489793
55639203800,57223341206,1,6,0.13953488372093023,1.850478906558308,42,7,294,26,20,1701,1615,0.22448979591836735
55639203800,57278847300,1,9,0.17307692307692307,2.3694974748329853,42,19,798,28,18,1747,1569,0.28
55639203800,6504443983,1,24,0.3116883116883117,8.308660813462884,42,59,2478,48,2,3956,640,0.5068493150684932
55639203800,6504459543,1,27,0.627906976744186,9.477059992946291,42,28,1176,40,6,2511,805,0.5098039215686274
55639203800,6602589883,1,10,0.08130081300813008,3.4255615060233566,42,91,3822,60,14,6507,3191,0.3855421686746988
55639203800,6602978778,1,10,0.07874015748031496,2.860970169183244,42,95,3990,49,3,3387,71,0.5405405405405406
55639203800,6603089460,1,17,0.3953488372093023,5.671296072614695,42,18,756,45,1,2922,394,0.33962264150943394
55639203800,6701631287,1,9,0.19148936170212766,2.928702293762328,42,14,588,44,2,2916,400,0.15873015873015872
55639203800,7004573622,1,5,0.05952380952380952,1.4522537288741506,42,47,1974,78,32,12384,9068,0.3181818181818182
55639203800,7004835587,1,6,0.016853932584269662,1.5816213686724496,42,320,13440,96,50,22939,19623,0.28703703703703703
55639203800,7005468526,1,2,0.027777777777777776,0.5755073173855703,42,32,1344,60,14,6558,3242,0.475
55639203800,7801624906,1,6,0.04285714285714286,1.5396685528434553,42,104,4368,34,12,2067,1249,0.18666666666666668
16315359100,55237904100,1,4,0.07272727272727272,1.4541320372788415,52,7,364,47,3,3695,527,0.19298245614035087
37080314200,55237904100,1,2,0.125,0.7355855836937817,11,7,77,31,13,1778,1390,0.22857142857142856
55237904100,57189469159,1,4,0.18181818181818182,1.3675936346610498,7,19,133,39,5,2342,826,0.21568627450980393
55237904100,57220039211,1,4,0.4,1.1933185641864077,7,7,49,24,20,1640,1528,0.034482758620689655
55237904100,57221723823,1,2,0.16666666666666666,0.6387196327482773,7,7,49,24,20,1605,1563,0.23076923076923078
55237904100,6602589883,1,6,0.06521739130434782,2.416460399026125,7,91,637,59,15,6433,3265,0.2465753424657534
55237904100,6701631287,1,4,0.23529411764705882,1.3282937248662072,7,14,98,43,1,2842,326,0.32432432432432434
24796317600,6602158248,1,3,0.375,2.617191637452246,4,7,28,66,8,7399,2141,0.4
57203099614,6602158248,1,1,0.125,0.9102392266268373,2,7,14,31,27,2638,2620,0.21052631578947367
57203880525,6602158248,1,2,0.25,2.164042561333445,3,7,21,31,27,2641,2617,0.18421052631578946
57204844571,6602158248,1,0,0.0,0.0,1,7,7,30,28,2636,2622,0.15384615384615385
57213268547,6602158248,1,1,0.125,0.7213475204444817,2,7,14,31,27,2636,2622,0.15789473684210525
6602158248,7004578182,1,1,0.02,0.7213475204444817,7,44,308,61,3,6356,1098,0.3707865168539326
23972243100,49663363000,1,7,0.2692307692307692,2.344678466200828,25,8,200,26,10,2160,406,0.2
23972243100,55424695500,1,5,0.09090909090909091,1.709036444272926,25,35,875,39,3,2206,360,0.48
23972243100,55771371100,1,6,0.15789473684210525,2.107030359578756,25,19,475,28,8,1958,608,0.4375
23972243100,55842599300,1,4,0.05194805194805195,1.26178610388013,25,56,1400,63,27,6609,4043,0.20689655172413793
23972243100,56506744300,1,9,0.3,3.291144909823729,25,14,350,26,10,1841,725,0.23529411764705882
23972243100,57188440500,1,10,0.3225806451612903,3.32114077108806,25,16,400,28,8,1823,743,0.3125
23972243100,57189213896,1,7,0.2692307692307692,2.344678466200828,25,8,200,23,13,1481,1085,0.26666666666666666
23972243100,57189221940,1,13,0.3611111111111111,4.384384345256951,25,24,600,31,5,2022,544,0.3076923076923077
23972243100,57191343877,1,11,0.3235294117647059,3.684644044890996,25,20,500,34,2,2250,316,0.3548387096774194
23972243100,57191708331,1,11,0.25,3.885916861280192,25,30,750,32,4,2172,394,0.47368421052631576
23972243100,57192073087,1,24,0.2,9.29791381279139,25,119,2975,92,56,19735,17169,0.2
23972243100,57196404150,1,10,0.29411764705882354,3.2440878568947467,25,19,475,22,14,1418,1148,0.25
23972243100,57199421474,1,5,0.16666666666666666,1.5560083764324026,25,10,250,21,15,1340,1226,0.25
23972243100,57200189686,1,5,0.16129032258064516,1.4110573977718848,25,11,275,22,14,1366,1200,0.3333333333333333
23972243100,57200691732,1,6,0.20689655172413793,1.8084477570956752,25,10,250,21,15,1426,1140,0.25
23972243100,57201658547,1,2,0.07692307692307693,0.4803284204877858,25,3,75,20,16,1314,1252,0.06666666666666667
23972243100,57202263698,1,10,0.2777777777777778,3.0824141747089446,25,21,525,24,12,1419,1147,0.2222222222222222
23972243100,57203021622,1,5,0.19230769230769232,1.246115079522558,25,6,150,20,16,1331,1235,0.26666666666666666
23972243100,57203634349,1,2,0.05263157894736842,0.6262757812302153,25,15,375,103,67,58658,56092,0.13392857142857142
23972243100,57214933818,1,6,0.2,1.880559599105296,25,11,275,21,15,1364,1202,0.13333333333333333
23972243100,57218493522,1,8,0.22857142857142856,2.7410568234780146,25,18,450,36,0,2634,68,0.36363636363636365
23972243100,6603156028,1,7,0.0660377358490566,2.378331931875993,25,88,2200,80,44,14510,11944,0.24193548387096775
35081168700,57215830373,1,3,0.21428571428571427,0.9723059450397358,13,4,52,10,6,240,180,0.5
55257149800,57215830373,1,3,0.17647058823529413,1.001503430068775,16,4,64,20,16,1020,960,0.24
56732974800,57215830373,1,3,0.12,1.047519209846891,24,4,96,9,5,202,142,0.46153846153846156
57215830373,6603160075,1,3,0.1,1.0652029859176457,4,29,116,32,28,3002,2942,0.12244897959183673
14025574900,7006260853,1,14,0.1346153846153846,3.8048894289410278,93,25,2325,38,2,2082,628,0.3888888888888889
16053243500,7006260853,1,8,0.1951219512195122,2.6678374510938094,24,25,600,28,12,1539,1171,0.2682926829268293
17342671000,7006260853,1,6,0.08695652173913043,1.8099211095942274,50,25,1250,32,8,1809,901,0.38181818181818183
25031122000,7006260853,1,11,0.13580246913580246,2.610380919125938,67,25,1675,31,9,1781,929,0.37254901960784315
27967551900,7006260853,1,14,0.08187134502923976,3.292506232603761,160,25,4000,52,12,5268,2558,0.22972972972972974
36143358700,7006260853,1,11,0.10377358490566038,2.627059004810632,92,25,2300,33,7,1936,774,0.19402985074626866
53983027600,7006260853,1,3,0.11538461538461539,0.8282487102776488,4,25,100,28,12,1589,1121,0.17777777777777778
55640145100,7006260853,1,6,0.057692307692307696,1.5924326316617075,85,25,2125,42,2,2620,90,0.3466666666666667
56020397800,7006260853,1,6,0.13636363636363635,1.8308506893028473,25,25,625,31,9,1723,987,0.30952380952380953
57201068285,7006260853,1,4,0.13793103448275862,0.955991367017135,8,25,200,23,17,1379,1331,0.1
57203687928,7006260853,1,13,0.07926829268292683,3.0654036826823026,152,25,3800,32,8,2434,276,0.22
57210202522,7006260853,1,5,0.16129032258064516,1.4098277847142822,11,25,275,22,18,1384,1326,0.2
57210960198,7006260853,1,13,0.0783132530120482,3.0659202626759248,154,25,3850,32,8,2818,108,0.22448979591836735
57226759480,7006260853,1,11,0.3548387096774194,2.495254308740535,17,25,425,22,18,1362,1348,0.075
6506541996,7006260853,1,11,0.09401709401709402,2.6324480865135182,103,25,2575,37,3,2729,19,0.2982456140350877
6506776579,7006260853,1,14,0.05761316872427984,3.305947671289488,232,25,5800,56,16,7009,4299,0.31645569620253167
6508101025,7006260853,1,5,0.13157894736842105,1.480883919877335,18,25,450,27,13,1523,1187,0.16666666666666666
6602633095,7006260853,1,4,0.04597701149425287,1.5665352972664315,66,25,1650,41,1,2696,14,0.3880597014925373
6603165760,7006260853,1,11,0.13580246913580246,2.610380919125938,67,25,1675,37,3,2525,185,0.46938775510204084
7003544066,7006260853,1,3,0.05,1.2746886529796368,38,25,950,51,11,4742,2032,0.3076923076923077
7005645193,7006260853,1,5,0.08771929824561403,1.5499222827296713,37,25,925,32,8,1882,828,0.22033898305084745
7006260853,8554385000,1,11,0.15492957746478872,2.6008724856552448,25,57,1425,33,7,2095,615,0.2553191489361702
12782630800,8418436300,1,19,0.1484375,6.037956211003518,114,33,3762,37,15,3541,2933,0.2261904761904762
15047537900,8418436300,1,6,0.07692307692307693,2.005543753880759,51,33,1683,43,21,7759,7151,0.2641509433962264
16318838800,8418436300,1,4,0.06349206349206349,1.022973596768227,34,33,1122,28,6,1024,416,0.16071428571428573
17342671000,8418436300,1,15,0.22058823529411764,4.560388498112799,50,33,1650,23,1,758,150,0.25
24381651100,8418436300,1,4,0.06896551724137931,1.0095778844461902,29,33,957,22,0,705,97,0.15
36085727700,8418436300,1,15,0.26785714285714285,4.541103139005637,38,33,1254,22,0,721,113,0.3488372093023256
36436712700,8418436300,1,15,0.3409090909090909,4.509083040317995,26,33,858,17,5,436,172,0.2894736842105263
54890745800,8418436300,1,13,0.3170731707317073,3.781639730265557,21,33,693,23,1,758,150,0.3793103448275862
55981204500,8418436300,1,14,0.358974358974359,4.129246392188035,20,33,660,17,5,455,153,0.2647058823529412
56001001600,8418436300,1,14,0.3888888888888889,4.242743391678209,17,33,561,18,4,463,145,0.25
57189584205,8418436300,1,2,0.05714285714285714,0.8328273312735517,4,33,132,14,8,324,284,0.20833333333333334
57195420487,8418436300,1,6,0.14634146341463414,1.8809553503348497,14,33,462,14,8,323,285,0.14705882352941177
57195442657,8418436300,1,4,0.018779342723004695,1.114795172439349,184,33,6072,38,16,2464,1856,0.2727272727272727
57196439003,8418436300,1,15,0.35714285714285715,4.501352736304005,24,33,792,21,1,653,45,0.27906976744186046
57201380210,8418436300,1,5,0.1388888888888889,2.0307743137030116,8,33,264,12,10,314,294,0.08
57205369615,8418436300,1,7,0.20588235294117646,2.1688514303130932,8,33,264,13,9,316,292,0.125
57223170777,8418436300,1,5,0.13513513513513514,1.9101855765161224,9,33,297,14,8,335,273,0.11538461538461539
57225205938,8418436300,1,5,0.14285714285714285,1.9977743182962484,7,33,231,11,11,304,304,0.08333333333333333
57226732619,8418436300,1,8,0.19047619047619047,3.3970170005487987,17,33,561,13,9,311,297,0.12
57296220700,8418436300,1,8,0.23529411764705882,3.2948535111001416,9,33,297,12,10,305,303,0.08333333333333333
57296576200,8418436300,1,6,0.17647058823529413,2.572754367904272,7,33,231,12,10,311,297,0.16666666666666666
57482336600,8418436300,1,12,0.3157894736842105,3.4581242771168847,17,33,561,12,10,320,288,0.12
6504646694,8418436300,1,15,0.3488372093023256,4.505343249468323,25,33,825,18,4,432,176,0.2702702702702703
6506562449,8418436300,1,13,0.30952380952380953,3.786583015869936,22,33,726,30,8,1378,770,0.2222222222222222
6603785139,8418436300,1,19,0.3220338983050847,5.98639870143505,45,33,1485,37,15,2999,2391,0.26153846153846155
6603810686,8418436300,1,19,0.5135135135135135,7.080964298991001,23,33,759,29,7,1213,605,0.375
7003790688,8418436300,1,6,0.15,2.6026997623777075,13,33,429,24,2,1267,659,0.3333333333333333
7005001396,8418436300,1,15,0.23809523809523808,4.553313405734267,45,33,1485,37,15,2434,1826,0.24675324675324675
7801624906,8418436300,1,4,0.03007518796992481,1.091238601708716,104,33,3432,22,0,713,105,0.16363636363636364
8146513400,8418436300,1,5,0.07246376811594203,2.09602268176515,41,33,1353,23,1,994,386,0.23529411764705882
14619829600,57657415900,1,6,0.15,2.842120229021984,39,7,273,23,15,1326,1194,0.29411764705882354
50961404100,57657415900,1,5,0.2777777777777778,2.3373724977848944,16,7,112,13,5,296,164,0.4838709677419355
57205627800,57657415900,1,3,0.3,1.0506645720558847,6,7,42,8,0,131,1,0.2777777777777778
57210566450,57657415900,1,4,0.3076923076923077,1.7056411495526362,10,7,70,15,7,400,268,0.5652173913043478
57212418884,57657415900,1,4,0.4,1.6260372890861372,7,7,49,8,0,118,14,0.3333333333333333
57222125145,57657415900,1,2,0.125,0.8310690469606445,11,7,77,8,0,141,9,0.21052631578947367
57657415900,58183770900,1,4,0.4444444444444444,1.5818250049046407,7,6,42,7,1,104,28,0.8333333333333334
23988400700,44460990700,1,0,0.0,0.0,11,3,33,20,4,760,88,0.5185185185185185
23988400700,56059370400,1,2,0.14285714285714285,1.3426824550040934,11,5,55,18,6,473,199,0.4666666666666667
23988400700,57117970700,1,1,0.07692307692307693,0.5581106265512472,11,3,33,14,10,358,314,0.20689655172413793
23988400700,57163083200,1,4,0.12121212121212122,2.1276383853838614,11,26,286,23,1,640,32,0.25757575757575757
23988400700,57204147862,1,2,0.15384615384615385,1.2426698691192237,11,4,44,17,7,473,199,0.4642857142857143
23988400700,57210746863,1,1,0.07142857142857142,0.5138983423697507,11,4,44,16,8,478,194,0.2857142857142857
23988400700,57215497382,1,4,0.3333333333333333,1.8132311272543846,11,5,55,17,7,504,168,0.30952380952380953
23988400700,57218707376,1,2,0.14285714285714285,1.3426824550040934,11,5,55,15,9,406,266,0.2903225806451613
23988400700,57220165440,1,4,0.23529411764705882,2.000271579910745,11,10,110,24,0,854,182,0.28
23988400700,57428137000,1,5,0.4166666666666667,2.7866946618895865,11,6,66,13,11,338,334,0.2222222222222222
23988400700,58638053000,1,5,0.38461538461538464,2.6420152398887278,11,7,77,13,11,339,333,0.21428571428571427
55189438200,57735286700,1,5,0.078125,1.8621317099280563,63,6,378,37,33,3362,3324,0.03076923076923077
57203844922,57735286700,1,5,0.625,1.5895965058675807,7,6,42,13,9,457,419,0.15789473684210525
57403948100,57735286700,1,5,0.625,1.5895965058675807,7,6,42,7,3,180,142,0.25
57735286700,7003699883,1,5,0.07352941176470588,1.8656653347579737,6,67,402,26,22,1913,1875,0.0392156862745098
57735286700,8666782100,1,5,0.10869565217391304,1.8407975372234684,6,45,270,24,20,1672,1634,0.08823529411764706
35475009900,55325349900,1,5,0.14285714285714285,1.627186037291379,28,12,336,41,35,5993,5907,0.06451612903225806
53264886900,55325349900,1,5,0.19230769230769232,1.587664393896683,19,12,228,18,12,730,644,0.10526315789473684
54938953500,55325349900,1,5,0.2,1.5813114095305982,18,12,216,21,15,1403,1317,0.10526315789473684
55325349900,57190126621,1,3,0.07142857142857142,0.7083710524258677,12,33,396,16,10,680,594,0.125
55325349900,57195442657,1,2,0.010309278350515464,0.6424444420524735,12,184,2208,30,24,2203,2117,0.06349206349206349
55325349900,57200695435,1,5,0.16129032258064516,1.612629685347667,12,24,288,8,2,204,118,0.09090909090909091
55325349900,6504123736,1,3,0.02830188679245283,0.7757776755375387,12,97,1164,37,31,4547,4461,0.11627906976744186
55325349900,6506645414,1,3,0.09375,0.7375039911446941,12,23,276,14,8,385,299,0.1
55325349900,6602460649,1,4,0.04081632653061224,1.0910680872165326,12,90,1080,51,45,8570,8484,0.05660377358490566
55325349900,7003287875,1,7,0.25925925925925924,2.1144581179271316,12,22,264,34,28,2862,2776,0.09090909090909091
55325349900,7003958646,1,3,0.058823529411764705,0.726824333509488,12,42,504,39,33,4170,4084,0.17647058823529413
23971606700,57218568200,1,3,0.375,1.051642372781878,7,4,28,9,5,167,127,0.1
56625783900,57218568200,1,3,0.17647058823529413,1.204866954929388,16,4,64,19,15,891,851,0.09302325581395349
57203021635,57218568200,1,3,0.23076923076923078,1.1631111107697842,12,4,48,10,6,232,192,0.1
57218568200,6602349237,1,3,0.09090909090909091,1.2770017069738362,4,32,128,27,23,1792,1752,0.07692307692307693
56116845300,56592738700,1,4,0.36363636363636365,1.3989178297340434,8,7,56,17,1,1468,704,0.34782608695652173
56592738700,57173260200,1,6,0.46153846153846156,2.1350281110595355,7,12,84,18,2,745,19,0.3870967741935484
56592738700,57195568405,1,6,0.5454545454545454,2.1031632335381283,7,10,70,18,2,1243,479,0.6
56592738700,57217133930,1,4,0.19047619047619047,1.533839920435838,7,18,126,15,1,684,80,0.13043478260869565
56592738700,58138842000,1,3,0.21428571428571427,1.0600711431261933,7,10,70,15,1,514,250,0.21428571428571427
56592738700,6603156028,1,4,0.04395604395604396,1.4872360553761017,7,88,616,70,54,13609,12845,0.25396825396825395
56592738700,7102879500,1,5,0.04807692307692308,1.886945746350375,7,102,714,74,58,12804,12040,0.26229508196721313
35497272700,57200426447,1,3,0.058823529411764705,1.0837193657425364,44,10,440,49,39,8349,8207,0.023529411764705882
